# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1518188	DIY	3	10341	0	19	10.0	719829	298	recent@devs|top@devs	HOT,SIGNAL,SELF_POST_OPP	Plunda.co has a new home!
1517846	bitcoin	1	4700	0	2	26.1	1014665	198	recent@bitcoin	HOT	LND DoS bug, libevent removal, Q&A - Bitcoin Optech Newsletter #411 Podcast
1518130	bitcoin	1	2852	0	1	15.5	593189	831	recent@bitcoin|top@bitcoin	HOT	Money Laundering Index (Orlin Grabbe archive, 1990s cypherpunk)
1518135	bitcoin	1	2624	0	3	15.1	190751	46	recent@bitcoin|top@bitcoin	HOT	NO CONSENSUS FOR CONSENSUS CLEANUP
1517707	econ	2	2393	0	26	30.2	88718	44935	recent@econ	HOT	Top June ~Econ Posts
1517667	Stacker_Stocks	2	2058	0	6	32.5	724606	11105	recent@econ|recent@Stacker_Stocks	HOT,SELF_POST_OPP	The Bitcoin Bank Run on Strategy and STRC (Money Stuff, Matt Levine)
1517824	bitcoin	1	1639	0	6	27.0	1242375	100	recent@bitcoin	HOT	What would you put in your genesis block?
1517897	bitcoin	1	1584	0	14	24.0	74100	10975	recent@bitcoin|recent@econ	HOT	Bitcoin Is Not Freedom: The Delusion of Digital Escape - Mises Institute
1517660	econ	2	1581	0	3	32.7	724606	11105	recent@econ	HOT	Strategy and the Death of the Bitcoin Treasury Company (Barron's, Tatananni)
1517976	AI	1	1539	0	2	22.1	724606	11105	recent@AI|top@AI|recent@econ	HOT	Let AI Generate Your World Cup Predictions (FT, Louis Ashworth)
1518020	bitcoin	1	1502	0	14	21.3	223678	5745	recent@bitcoin|top@bitcoin|recent@mempool	HOT	Nice watch-only bitcoin wallet
1517738	bitcoin	1	1346	0	10	29.3	74100	10975	recent@bitcoin|recent@history	HOT	Reflections Upon Bitcoin's Block Size Debate
1518114	lightning	1	1231	0	8	16.6	223678	5745	recent@lightning|top@lightning	HOT	1 Dumb mistake = nuked my entire lightning node privacy?
1517775	Politics_And_Law	3	1181	0	9	28.5	724606	11105	recent@econ	HOT,SELF_POST_OPP	Retire the Seniors, Not the Student Debt! (WSJ, Oyin Adedoyin)
1518117	BooksAndArticles	2	1088	0	2	16.4	74100	10975	recent@BooksAndArticles|top@BooksAndArticles	HOT	[REVIEW] Accelerando by Charles Stross
1517928	bitcoin_beginners	1	1022	0	8	23.0	532976	114	recent@bitcoin_beginners|top@bitcoin_beginners|recent@econ	HOT	The role of cash (banknotes) in a post fiat society
1518162	charts_and_maps	2	826	0	3	12.3	241	2834	recent@Stacker_Stocks|top@Stacker_Stocks|recent@charts_and_maps		Trump outearned every publicly traded crypto firm in 2025
1517992	econ	2	769	0	10	21.8	88718	44935	recent@econ|top@econ	SELF_POST_OPP	Top ~Econ Posts of Q2
1517877	bitcoin	1	742	0	3	24.9	1517877	4	recent@bitcoin		Solar ASIC – Automate Bitcoin miners with your solar surplus (Home Assistant)
1517993	econ	2	730	0	8	21.8	724606	11105	recent@econ|top@econ	SELF_POST_OPP	The Egg Clearinghouse is Eggcellent (Money Stuff, Matt Levine)
1517875	bitcoin	1	713	0	1	24.9	280679	22337	recent@bitcoin		Rajarshi Maitra Found a Point of Light in the Dark Cave, Quit His Job, and ...
1517760	Design	2	698	0	0	29.0	383547	3287	recent@Design		Earth Garden
1517881	Stacker_Stocks	2	665	0	3	24.6	280679	22337	recent@Stacker_Stocks		Lime raises $167M in IPO after years of teasing a public debut
1517685	bitcoin_beginners	1	604	0	5	31.7	104755	12501	recent@bitcoin_beginners		Reconnected my Send capability with Blink
1517830	AI	1	594	0	4	26.5	74100	10975	recent@AI		Toward Unrestricted Intelligence: Venice Series A - Erik Voorhees
1517812	history	2	594	0	2	27.4	1512518	36	recent@history		Daily Bitcoin Lore (12 years ago): Newegg Accepts Bitcoin via BitPay
1517735	lightning	1	574	0	4	29.5	440729	180	recent@lightning		Biggest Channel Opened Today (7.5 BTC) + New Node Spotlight (02719f6b60955e647…)
1517937	bitcoin	1	572	0	0	22.7	74100	10975	recent@bitcoin|top@bitcoin|recent@mempool		Satoshi and Hal Finney first describing a mempool in November 2008
1518011	Stacker_Stocks	2	569	0	2	21.6	280679	22337	recent@Stacker_Stocks|top@Stacker_Stocks		Robinhood Chain goes live on mainnet alongside 24/7 tokenized stocks
1517717	gaming	3	553	0	3	29.8	163128	3633	recent@lightning		1-SAT RUNNER
1517854	bitcoin	1	506	0	0	25.7	74100	10975	recent@bitcoin		Trilithium: Efficient and Universally Composable Distributed ML-DSA Signing
1517704	bitcoin	1	459	0	7	30.6	238412	190	recent@bitcoin|recent@econ|recent@ideasfromtheedge		The Hodl Era Is Over
1518157	bitcoin_beginners	1	440	0	1	12.8	296825	4750	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitdevs		On Bridging The Gap Between Devs And Users
1517805	meta	1	422	0	6	27.7	36151	1537	recent@meta		What are you working on this week?
1518054	AI	1	377	0	1	20.1	74100	10975	recent@bitcoin|top@bitcoin|recent@AI		Is everybody pivoting to AI?
1517687	AI	1	373	0	0	31.6	280679	22337	recent@AI		Claude Helped a Hacker Find a Way to Issue Tickets to Almost Every US Music Fest
1517621	AI	1	367	0	4	35.9	1	26779	recent@AI		Redeploying Claude Fable 5
1517833	gaming	3	362	0	1	26.4	12309	3565	recent@tech		Sony is killing discs — and showing us why it’s a terrible idea
1518017	food_and_drinks	3	356	0	0	21.4	280679	22337	recent@econ|top@econ|recent@charts_and_maps		How does food get traded around the world?
1517793	history	2	340	0	2	28.2	1512518	36	recent@history		Daily Bitcoin Lore (11 years ago): DEA Agent Steals $700K
1517895	science	2	336	0	3	24.1	88718	44935	recent@science		World Cup Gets Grass While the NFL Plays on Plastic - Doctor Reveals the Truth
1517699	podcasts	2	317	0	2	30.9	9274	24216	recent@history|recent@podcasts		Everything Everywhere Daily:  Bobby Bonilla Day •
1517886	AI	1	295	0	0	24.4	1293586	1986	recent@AI|recent@econ		Companies rehire workers laid off for AI as automation falls short
1517658	meta	1	293	0	0	32.7	36151	1537	recent@meta		This Day on SN: July 1
1517630	lightning	1	290	0	0	34.9	70864	347	recent@lightning		Release 5.0.1: Valet with flavors - Regtest, Testnet3, Testnet4
1517688	Stacker_Stocks	2	289	0	3	31.3	280679	22337	recent@Stacker_Stocks		IREN Added to Russell 1000 Index
1518087	tech	1	281	0	0	19.4	161788	10043	recent@tech|top@tech		ZCode – Harness for GLM-5.2
1517919	tech	1	275	0	2	23.4	144357	4309	recent@tech|top@tech		Meet Fio: the Catholic alternative to Spotify
1518025	bitcoin	1	261	0	0	21.1	74100	10975	recent@bitcoin|top@bitcoin|recent@lightning		cerberus: Bark BTC-Ark Swap Protocol - stutxo
1517926	gaming	3	257	0	0	23.1	13531	1660	recent@tech|top@tech		Xbox testing disc-to-digital feature that digitizes a physical game collection
1517708	econ	2	253	0	2	30.1	280679	22337	recent@econ		Roundup #84: Bears on bikes
1518119	nostr	1	252	0	12	16.4	144357	4309	recent@nostr|top@nostr		Sidecar | A Classy Nostr Signer - Chrome Web Store
1518064	lol	2	250	0	1	19.9	280679	22337	recent@lol|top@lol		Senegalese player blocks a penalty kick right at the end of extra time!
1518090	news	2	211	0	0	19.0	297791	7603	recent@news|top@news		Apple’s entry-level MacBook Pro could be up for a redesign
1518097	Stacker_Stocks	2	195	0	1	18.5	9274	24216	recent@Stacker_Stocks|top@Stacker_Stocks		Saylorboi Livingston is back with MSTR LEAPS $345 Strike @ 12/8/15 expiry.
1517852	lol	2	151	0	1	25.8	280679	22337	recent@lol		The weirdest song I ever made
1517922	Construction_and_Engineering	2	149	0	3	23.3	280679	22337	recent@Construction_and_Engineering|top@Construction_and_Engineering		Canada is (Finally) Building a Supertall Skyscraper | The B1M
1517907	BooksAndArticles	2	143	0	1	23.7	1264102	41	recent@BooksAndArticles|top@BooksAndArticles		50 Reasons Paper Books are Better than E-Books
1517828	AI	1	105	0	0	26.7	88718	44935	recent@AI		Why Bernie Sanders’s AI Bill Is Fascistic and Dangerous
1517771	Politics_And_Law	3	105	0	0	28.6	88718	44935	recent@econ		Hantavirus: Market versus Government Disease Control
1517622	AI	1	103	0	0	35.7	934367	919	recent@AI		Introducing Claude Sonnet 5 \ Anthropic
1518399	tech	1	92	0	1	2.8	280679	22337	recent@history|top@history		BitTorrent’s disastrous, legendary, and controversial story
1518150	bitcoin	1	89	0	4	13.4	1401899	204	recent@history|top@history		Bitcoin Stories #2 — The Night the Network Refused to Die
1518270	lightning	1	86	0	0	5.5	440729	180	recent@lightning|top@lightning		Biggest Channel Opened Today (6.0 BTC) + New Node Spotlight (03b1561ba1ef7f4de…)
1518156	Construction_and_Engineering	2	85	0	0	13.0	1022234	532	recent@Construction_and_Engineering|top@Construction_and_Engineering		PoW 7/1/26
1518332	AI	1	71	0	1	4.1	984933	1459	recent@AI|top@AI		Norway vs. Brazil
1518158	Politics_And_Law	3	47	0	1	12.8	642641	7880	recent@econ|top@econ|recent@history		The Collapse of US Diplomatic Integrity- Trumps Corruption of US Foreign Policy.
1518307	Stacker_Stocks	2	42	0	1	4.4	280679	22337	recent@Stacker_Stocks|top@Stacker_Stocks		After $18B IPO, Bending Spoons founder says success comes from minimizing luck
1518414	bitcoin	1	36	0	1	2.4	1444593	73	recent@bitcoin|top@bitcoin		💀 Escribir la seed en un sitio web
1518524	bitcoin_beginners	1	36	0	0	0.6	296825	4750	recent@bitcoin_beginners|top@bitcoin_beginners	FRESH	Terminal: a new payment experience for  BTCPayServer .
1518341	bitcoin_beginners	1	36	0	0	4.0	296825	4750	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning		News Mint: Ever wanted to run a Cashu Mint?
