# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1518188	DIY	3	10341	0	17	8.3	719829	298	recent@devs|top@devs	HOT,SIGNAL,SELF_POST_OPP	Plunda.co has a new home!
1518388	history	2	204	0	0	1.5	1512518	36	recent@history|top@history	FRESH,SIGNAL	Daily Bitcoin Lore (12 years ago): Coinbase Vault and the 48-Hour Withdrawal
1518241	Stacker_Stocks	2	135	0	3	4.7	38951	2222	recent@Stacker_Stocks|top@Stacker_Stocks	SIGNAL	Trump is the most openly corrupt politician in history
1518208	Stacker_Stocks	2	122	0	4	7.0	9274	24216	recent@Stacker_Stocks|top@Stacker_Stocks	SIGNAL	Daily Stock Discussion ~Stacker_Stocks
1518371	AI	1	109	0	3	1.8	238412	190	recent@AI|top@AI	FRESH,SIGNAL	PSA From Palantir
1518225	charts_and_maps	2	109	0	0	6.2	280679	22333	recent@charts_and_maps|top@charts_and_maps	SIGNAL	Which Continents Have the Most Drug Users?
1518246	lightning	1	104	0	5	4.5	263526	446	recent@lightning|top@lightning	SIGNAL	@TheBlueMatt 🟠 Lightning payment 99% success rates is remotely acceptable
1517846	bitcoin	1	4700	0	2	24.3	1014665	198	recent@bitcoin	HOT	LND DoS bug, libevent removal, Q&A - Bitcoin Optech Newsletter #411 Podcast
1518130	bitcoin	1	2852	0	1	13.8	593189	831	recent@bitcoin|top@bitcoin	HOT	Money Laundering Index (Orlin Grabbe archive, 1990s cypherpunk)
1518135	bitcoin	1	2624	0	3	13.4	190751	46	recent@bitcoin|top@bitcoin	HOT	NO CONSENSUS FOR CONSENSUS CLEANUP
1517707	econ	2	2393	0	26	28.4	88718	44930	recent@econ	HOT	Top June ~Econ Posts
1517667	Stacker_Stocks	2	2058	0	6	30.7	724606	11100	recent@econ|recent@Stacker_Stocks	HOT,SELF_POST_OPP	The Bitcoin Bank Run on Strategy and STRC (Money Stuff, Matt Levine)
1517824	bitcoin	1	1639	0	6	25.2	1242375	100	recent@bitcoin	HOT	What would you put in your genesis block?
1517897	bitcoin	1	1584	0	14	22.3	74100	10968	recent@bitcoin|top@bitcoin|recent@econ	HOT	Bitcoin Is Not Freedom: The Delusion of Digital Escape - Mises Institute
1517660	econ	2	1581	0	3	31.0	724606	11100	recent@econ	HOT	Strategy and the Death of the Bitcoin Treasury Company (Barron's, Tatananni)
1517976	AI	1	1539	0	2	20.3	724606	11100	recent@AI|top@AI|recent@econ	HOT	Let AI Generate Your World Cup Predictions (FT, Louis Ashworth)
1518020	bitcoin	1	1502	0	14	19.5	223678	5745	recent@bitcoin|top@bitcoin|recent@mempool	HOT	Nice watch-only bitcoin wallet
1517738	bitcoin	1	1346	0	10	27.6	74100	10968	recent@bitcoin|recent@history	HOT	Reflections Upon Bitcoin's Block Size Debate
1518114	lightning	1	1231	0	8	14.8	223678	5745	recent@lightning|top@lightning	HOT	1 Dumb mistake = nuked my entire lightning node privacy?
1517775	Politics_And_Law	3	1181	0	9	26.7	724606	11100	recent@econ	HOT,SELF_POST_OPP	Retire the Seniors, Not the Student Debt! (WSJ, Oyin Adedoyin)
1518117	BooksAndArticles	2	1067	0	2	14.7	74100	10968	recent@BooksAndArticles|top@BooksAndArticles	HOT	[REVIEW] Accelerando by Charles Stross
1517928	bitcoin_beginners	1	1022	0	8	21.3	532976	114	recent@bitcoin_beginners|top@bitcoin_beginners|recent@econ	HOT	The role of cash (banknotes) in a post fiat society
1517992	econ	2	769	0	10	20.0	88718	44930	recent@econ|top@econ	SELF_POST_OPP	Top ~Econ Posts of Q2
1517877	bitcoin	1	742	0	3	23.1	1517877	4	recent@bitcoin|top@bitcoin		Solar ASIC – Automate Bitcoin miners with your solar surplus (Home Assistant)
1517993	econ	2	730	0	8	20.0	724606	11100	recent@econ|top@econ	SELF_POST_OPP	The Egg Clearinghouse is Eggcellent (Money Stuff, Matt Levine)
1517875	bitcoin	1	713	0	1	23.2	280679	22333	recent@bitcoin|top@bitcoin		Rajarshi Maitra Found a Point of Light in the Dark Cave, Quit His Job, and ...
1517760	Design	2	698	0	0	27.2	383547	3287	recent@Design		Earth Garden
1517881	Stacker_Stocks	2	665	0	3	22.9	280679	22333	recent@Stacker_Stocks|top@Stacker_Stocks		Lime raises $167M in IPO after years of teasing a public debut
1517685	bitcoin_beginners	1	604	0	5	30.0	104755	12501	recent@bitcoin_beginners		Reconnected my Send capability with Blink
1517830	AI	1	594	0	4	24.7	74100	10968	recent@AI		Toward Unrestricted Intelligence: Venice Series A - Erik Voorhees
1517812	history	2	594	0	2	25.6	1512518	36	recent@history		Daily Bitcoin Lore (12 years ago): Newegg Accepts Bitcoin via BitPay
1517735	lightning	1	574	0	4	27.8	440729	180	recent@lightning		Biggest Channel Opened Today (7.5 BTC) + New Node Spotlight (02719f6b60955e647…)
1517937	bitcoin	1	572	0	0	21.0	74100	10968	recent@bitcoin|top@bitcoin|recent@mempool		Satoshi and Hal Finney first describing a mempool in November 2008
1518011	Stacker_Stocks	2	569	0	2	19.9	280679	22333	recent@Stacker_Stocks|top@Stacker_Stocks		Robinhood Chain goes live on mainnet alongside 24/7 tokenized stocks
1517717	gaming	3	553	0	3	28.1	163128	3633	recent@lightning		1-SAT RUNNER
1517854	bitcoin	1	506	0	0	24.0	74100	10968	recent@bitcoin|top@bitcoin		Trilithium: Efficient and Universally Composable Distributed ML-DSA Signing
1517704	bitcoin	1	459	0	7	28.8	238412	190	recent@bitcoin|recent@econ|recent@ideasfromtheedge		The Hodl Era Is Over
1517805	meta	1	422	0	6	26.0	36151	1537	recent@meta		What are you working on this week?
1518054	AI	1	377	0	1	18.3	74100	10968	recent@bitcoin|top@bitcoin|recent@AI		Is everybody pivoting to AI?
1517687	AI	1	373	0	0	29.9	280679	22333	recent@AI		Claude Helped a Hacker Find a Way to Issue Tickets to Almost Every US Music Fest
1517621	AI	1	367	0	4	34.2	1	26771	recent@AI		Redeploying Claude Fable 5
1517833	gaming	3	362	0	1	24.7	12309	3564	recent@tech		Sony is killing discs — and showing us why it’s a terrible idea
1518017	food_and_drinks	3	356	0	0	19.7	280679	22333	recent@econ|top@econ|recent@charts_and_maps		How does food get traded around the world?
1517793	history	2	340	0	2	26.5	1512518	36	recent@history		Daily Bitcoin Lore (11 years ago): DEA Agent Steals $700K
1517895	science	2	336	0	3	22.4	88718	44930	recent@science|top@science		World Cup Gets Grass While the NFL Plays on Plastic - Doctor Reveals the Truth
1517699	podcasts	2	317	0	2	29.1	9274	24216	recent@history|recent@podcasts		Everything Everywhere Daily:  Bobby Bonilla Day •
1517886	AI	1	295	0	0	22.7	1293586	1986	recent@AI|top@AI|recent@econ		Companies rehire workers laid off for AI as automation falls short
1517658	meta	1	293	0	0	31.0	36151	1537	recent@meta		This Day on SN: July 1
1517630	lightning	1	290	0	0	33.2	70864	347	recent@lightning		Release 5.0.1: Valet with flavors - Regtest, Testnet3, Testnet4
1517688	Stacker_Stocks	2	289	0	3	29.5	280679	22333	recent@Stacker_Stocks		IREN Added to Russell 1000 Index
1518087	tech	1	281	0	0	17.6	161788	10042	recent@tech|top@tech		ZCode – Harness for GLM-5.2
1517919	tech	1	275	0	2	21.7	144357	4309	recent@tech|top@tech		Meet Fio: the Catholic alternative to Spotify
1518025	bitcoin	1	261	0	0	19.3	74100	10968	recent@bitcoin|top@bitcoin|recent@lightning		cerberus: Bark BTC-Ark Swap Protocol - stutxo
1517926	gaming	3	257	0	0	21.3	13531	1659	recent@tech|top@tech		Xbox testing disc-to-digital feature that digitizes a physical game collection
1517708	econ	2	253	0	2	28.3	280679	22333	recent@econ		Roundup #84: Bears on bikes
1518119	nostr	1	252	0	9	14.7	144357	4309	recent@nostr|top@nostr		Sidecar | A Classy Nostr Signer - Chrome Web Store
1518064	lol	2	250	0	1	18.2	280679	22333	recent@lol|top@lol		Senegalese player blocks a penalty kick right at the end of extra time!
1518090	news	2	211	0	0	17.3	297791	7603	recent@news|top@news		Apple’s entry-level MacBook Pro could be up for a redesign
1518097	Stacker_Stocks	2	195	0	1	16.7	9274	24216	recent@Stacker_Stocks|top@Stacker_Stocks		Saylorboi Livingston is back with MSTR LEAPS $345 Strike @ 12/8/15 expiry.
1517852	lol	2	151	0	1	24.1	280679	22333	recent@lol		The weirdest song I ever made
1517922	Construction_and_Engineering	2	149	0	3	21.6	280679	22333	recent@Construction_and_Engineering|top@Construction_and_Engineering		Canada is (Finally) Building a Supertall Skyscraper | The B1M
1517828	AI	1	105	0	0	25.0	88718	44930	recent@AI		Why Bernie Sanders’s AI Bill Is Fascistic and Dangerous
1517771	Politics_And_Law	3	105	0	0	26.9	88718	44930	recent@econ		Hantavirus: Market versus Government Disease Control
1517622	AI	1	103	0	0	33.9	934367	919	recent@AI		Introducing Claude Sonnet 5 \ Anthropic
1518150	bitcoin	1	89	0	4	11.6	1401899	198	recent@history|top@history		Bitcoin Stories #2 — The Night the Network Refused to Die
1518270	lightning	1	86	0	0	3.8	440729	180	recent@lightning|top@lightning		Biggest Channel Opened Today (6.0 BTC) + New Node Spotlight (03b1561ba1ef7f4de…)
1518156	Construction_and_Engineering	2	85	0	0	11.2	1022234	532	recent@Construction_and_Engineering|top@Construction_and_Engineering		PoW 7/1/26
1518332	AI	1	71	0	1	2.3	984933	1459	recent@AI|top@AI		Norway vs. Brazil
1517907	BooksAndArticles	2	57	0	0	22.0	1264102	41	recent@BooksAndArticles|top@BooksAndArticles		50 Reasons Paper Books are Better than E-Books
1518158	Politics_And_Law	3	47	0	1	11.0	642641	7877	recent@econ|top@econ|recent@history		The Collapse of US Diplomatic Integrity- Trumps Corruption of US Foreign Policy.
1518341	bitcoin_beginners	1	36	0	0	2.3	296825	4748	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning		News Mint: Ever wanted to run a Cashu Mint?
1517974	bitcoin_beginners	1	36	0	0	20.4	296825	4748	recent@bitcoin_beginners|top@bitcoin_beginners		The Politics of Post-Quantum Bitcoin
1517632	bitcoin_beginners	1	36	0	0	32.9	1473003	32	recent@bitcoin_beginners		An analysis of the Funding Rate in cryptocurrency perpetual futures
1518180	bitcoin	1	36	0	0	8.7	1401899	198	recent@history|top@history		Episode #3 — The Man Who Spent 10,000 Bitcoin to Save a Dog
1517689	Stacker_Stocks	2	33	0	16	29.5	9274	24216	recent@Stacker_Stocks		Daily Stock Discussion ~Stacker_Stocks
1518399	tech	1	22	0	0	1.1	280679	22333	recent@history|top@history	FRESH	BitTorrent’s disastrous, legendary, and controversial story
1517643	bitcoin_beginners	1	19	0	1	32.0	296825	4748	recent@bitcoin_beginners		Why Keonne Rodriguez Is in Prison for Building Samourai Wallet
1517615	bitcoin	1	11	0	1	35.8	1401899	198	recent@bitcoin_Mining		Bitcoin Stories — How Iran Became an Accidental Mining Powerhouse
1518249	news	2	10	0	0	4.4	297791	7603	recent@news|top@news		Google loses fight over record $4.7 billion EU antitrust fine
1518414	bitcoin	1	0	0	1	0.6	1444593	73	recent@bitcoin|top@bitcoin	FRESH	💀 Escribir la seed en un sitio web
